code,region,parent_realm,color,member_state_codes,state_count,label_anchor,classification_status,geometry_status,topology_definition,version
AAP,Arctic–Atlantic Polar,Polar,#9ecae1,ARCT|BPLR|SARC,3,SARC,provisional OSW organizational construct,original nearest-seed cells; not published Longhurst boundaries,connected before land masking and projection interruption,osw-regions-v0.1
NPP,North Pacific Polar,Polar,#6baed6,BERS,1,BERS,provisional OSW organizational construct,original nearest-seed cells; not published Longhurst boundaries,connected before land masking and projection interruption,osw-regions-v0.1
ANP,Antarctic Polar,Polar,#c6dbef,ANTA|APLR,2,ANTA,provisional OSW organizational construct,original nearest-seed cells; not published Longhurst boundaries,connected before land masking and projection interruption,osw-regions-v0.1
NPW,North Pacific Westerlies,Pacific Westerlies,#4e79a7,KURO|NPPF|NPSE|NPSW|PSAE|PSAW,6,NPPF,provisional OSW organizational construct,original nearest-seed cells; not published Longhurst boundaries,connected before land masking and projection interruption,osw-regions-v0.1
TAW,Tasman Westerlies,Pacific Westerlies,#a0cbe8,TASM,1,TASM,provisional OSW organizational construct,original nearest-seed cells; not published Longhurst boundaries,connected before land masking and projection interruption,osw-regions-v0.1
PT,Pacific Trades,Pacific Trades,#59a14f,ARCH|NPTG|PEQD|PNEC|SPSG|WARM,6,PNEC,provisional OSW organizational construct,original nearest-seed cells; not published Longhurst boundaries,connected before land masking and projection interruption,osw-regions-v0.1
OCT,Oceanic California Trades,Pacific Trades,#8cd17d,OCAL,1,OCAL,provisional OSW organizational construct,original nearest-seed cells; not published Longhurst boundaries,connected before land masking and projection interruption,osw-regions-v0.1
EPC,Eastern Pacific Coastal,Pacific Coastal,#b6992d,ALSK|CAMR|CCAL|HUMB,4,HUMB,provisional OSW organizational construct,original nearest-seed cells; not published Longhurst boundaries,connected before land masking and projection interruption,osw-regions-v0.1
WPC,Western Pacific Coastal,Pacific Coastal,#f1ce63,CHIN|SUND,2,SUND,provisional OSW organizational construct,original nearest-seed cells; not published Longhurst boundaries,connected before land masking and projection interruption,osw-regions-v0.1
SWPC,Southwest Pacific Coastal,Pacific Coastal,#499894,AUSE|NEWZ,2,NEWZ,provisional OSW organizational construct,original nearest-seed cells; not published Longhurst boundaries,connected before land masking and projection interruption,osw-regions-v0.1
NAW,North Atlantic Westerlies,Atlantic Westerlies,#b07aa1,GFST|NADR|NAST E|NAST W,4,NADR,provisional OSW organizational construct,original nearest-seed cells; not published Longhurst boundaries,connected before land masking and projection interruption,osw-regions-v0.1
MW,Mediterranean Westerlies,Atlantic Westerlies,#d4a6c8,MEDI,1,MEDI,provisional OSW organizational construct,original nearest-seed cells; not published Longhurst boundaries,connected before land masking and projection interruption,osw-regions-v0.1
OAT,Open Atlantic Trades,Atlantic Trades,#e15759,ETRA|NATR|SATL|WTRA,4,WTRA,provisional OSW organizational construct,original nearest-seed cells; not published Longhurst boundaries,connected before land masking and projection interruption,osw-regions-v0.1
CT,Caribbean Trades,Atlantic Trades,#ff9d9a,CARB,1,CARB,provisional OSW organizational construct,original nearest-seed cells; not published Longhurst boundaries,connected before land masking and projection interruption,osw-regions-v0.1
NWAC,Northwest Atlantic Coastal,Atlantic Coastal,#79706e,NWCS,1,NWCS,provisional OSW organizational construct,original nearest-seed cells; not published Longhurst boundaries,connected before land masking and projection interruption,osw-regions-v0.1
WAC,Western Atlantic Coastal,Atlantic Coastal,#9c755f,BRAZ|FKLD|GUIA,3,BRAZ,provisional OSW organizational construct,original nearest-seed cells; not published Longhurst boundaries,connected before land masking and projection interruption,osw-regions-v0.1
EAC,Eastern Atlantic Coastal,Atlantic Coastal,#d7b5a6,BENG|CNRY|GUIN|NECS,4,BENG,provisional OSW organizational construct,original nearest-seed cells; not published Longhurst boundaries,connected before land masking and projection interruption,osw-regions-v0.1
ARW,Arabian Westerlies,Indian Westerlies,#f28e2b,ARAB,1,ARAB,provisional OSW organizational construct,original nearest-seed cells; not published Longhurst boundaries,connected before land masking and projection interruption,osw-regions-v0.1
IT,Indian Trades,Indian Trades,#ffbe7d,ISSG|MONS,2,ISSG,provisional OSW organizational construct,original nearest-seed cells; not published Longhurst boundaries,connected before land masking and projection interruption,osw-regions-v0.1
AIC,Afro-Asian Indian Coastal,Indian Coastal,#edc948,EAFR|IND E|IND W|REDS,4,IND W,provisional OSW organizational construct,original nearest-seed cells; not published Longhurst boundaries,connected before land masking and projection interruption,osw-regions-v0.1
SEIC,Southeast Indian Coastal,Indian Coastal,#f4d166,AUSW,1,AUSW,provisional OSW organizational construct,original nearest-seed cells; not published Longhurst boundaries,connected before land masking and projection interruption,osw-regions-v0.1
SW,Southern Westerlies,Southern Westerlies,#76b7b2,SANT|SSTC,2,SANT,provisional OSW organizational construct,original nearest-seed cells; not published Longhurst boundaries,connected before land masking and projection interruption,osw-regions-v0.1
